step,epoch,train_disc_loss,train_gen_loss
0,0,0.2214847058057785,0.16864123940467834
1,0,-0.0410827100276947,0.16843998432159424
2,0,-0.2958314120769501,0.16519173979759216
3,0,-0.5076181888580322,0.12294384092092514
4,1,-0.6132277846336365,-0.006349594797939062
5,1,-0.6217576265335083,-0.20597293972969055
6,1,-0.5018868446350098,-0.48167404532432556
7,1,-0.3085361123085022,-0.7765756249427795
8,2,-0.027678370475769043,-1.0630437135696411
9,2,0.22476792335510254,-1.247847080230713
10,2,0.43187999725341797,-1.301053524017334
11,2,0.4997677206993103,-1.1671035289764404
12,3,0.4378364682197571,-0.8728442192077637
13,3,0.30656859278678894,-0.490241140127182
14,3,0.11166474968194962,-0.0438142865896225
15,3,-0.10499997437000275,0.4307091236114502
16,4,-0.3037945032119751,0.8631665110588074
17,4,-0.43508976697921753,1.2101789712905884
18,4,-0.48647481203079224,1.4420280456542969
19,4,-0.4244563579559326,1.5184807777404785
20,5,-0.3011854887008667,1.4819588661193848
21,5,-0.09651684761047363,1.301527976989746
22,5,0.10186100006103516,1.0685409307479858
23,5,0.18539005517959595,0.9181681275367737
24,6,0.28132742643356323,0.7123146057128906
25,6,0.27885812520980835,0.5763266086578369
26,6,0.22156047821044922,0.4725140333175659
27,6,0.12800031900405884,0.3977492153644562
28,7,0.01814901828765869,0.34769943356513977
29,7,-0.075442835688591,0.27433672547340393
30,7,-0.14052703976631165,0.1989361196756363
31,7,-0.16195163130760193,0.0931084081530571
32,8,-0.17238570749759674,0.003553478978574276
33,8,-0.1431247591972351,-0.10863570868968964
34,8,-0.08187085390090942,-0.2159091830253601
35,8,-0.020113378763198853,-0.2875128984451294
36,9,0.026708245277404785,-0.3246050775051117
37,9,0.06252428889274597,-0.32191717624664307
38,9,0.06631354987621307,-0.27749428153038025
39,9,0.07882046699523926,-0.2176063060760498
40,10,0.060436852276325226,-0.1057380959391594
41,10,0.03219826519489288,0.01738547720015049
42,10,0.00284537672996521,0.13325411081314087
43,10,-0.036072373390197754,0.26277416944503784
44,11,-0.04427868127822876,0.3507992923259735
45,11,-0.05688932538032532,0.4283868372440338
46,11,-0.05443459749221802,0.47798460721969604
47,11,-0.04103362560272217,0.5053478479385376
48,12,-0.01509249210357666,0.49027591943740845
49,12,0.0015696883201599121,0.47046902775764465
50,12,0.016691923141479492,0.4413329064846039
51,12,0.03211215138435364,0.39576461911201477
52,13,0.03154924511909485,0.3570845425128937
53,13,0.02657291293144226,0.3129526674747467
54,13,0.01736581325531006,0.27042055130004883
55,13,0.008909612894058228,0.22151972353458405
56,14,-0.0011935830116271973,0.18150553107261658
57,14,-0.007649242877960205,0.1405966877937317
58,14,-0.011222638189792633,0.10671817511320114
59,14,-0.01769578456878662,0.08001546561717987
60,15,-0.008170310407876968,0.04185383766889572
61,15,-0.005286836996674538,0.023869268596172333
62,15,-0.004906719550490379,0.011094008572399616
63,15,0.0006178668700158596,0.0031819904688745737
