step,epoch,train_disc_loss,train_gen_loss
0,0,11.718182563781738,1.1125133037567139
1,0,11.70585823059082,1.1626895666122437
2,0,11.695914268493652,1.2066261768341064
3,0,11.68708610534668,1.2480576038360596
4,1,11.678776741027832,1.2877757549285889
5,1,11.671810150146484,1.323746681213379
6,1,11.664648056030273,1.3635081052780151
7,1,11.656890869140625,1.408713698387146
8,2,11.650712966918945,1.4450743198394775
9,2,11.645028114318848,1.4813395738601685
10,2,11.639871597290039,1.516176462173462
11,2,11.634114265441895,1.557555079460144
12,3,11.62813949584961,1.6014046669006348
13,3,11.623403549194336,1.6389427185058594
14,3,11.618315696716309,1.6810115575790405
15,3,11.613012313842773,1.7284730672836304
16,4,11.608328819274902,1.7707792520523071
17,4,11.603835105895996,1.8151239156723022
18,4,11.599177360534668,1.8626059293746948
19,4,11.594606399536133,1.9129385948181152
20,5,11.590887069702148,1.955824851989746
21,5,11.58707046508789,2.0023741722106934
22,5,11.58324909210205,2.0516161918640137
23,5,11.579764366149902,2.098329782485962
24,6,11.576286315917969,2.1494531631469727
25,6,11.573473930358887,2.191768169403076
26,6,11.57052230834961,2.23940372467041
27,6,11.567695617675781,2.2864885330200195
28,7,11.565197944641113,2.331353187561035
29,7,11.5629243850708,2.3731935024261475
30,7,11.560782432556152,2.4161877632141113
31,7,11.558467864990234,2.4637649059295654
32,8,11.556801795959473,2.498406410217285
33,8,11.555054664611816,2.5381548404693604
34,8,11.553366661071777,2.5773556232452393
35,8,11.551946640014648,2.6134986877441406
36,9,11.550555229187012,2.6470892429351807
37,9,11.549144744873047,2.684290885925293
38,9,11.54809284210205,2.7114996910095215
39,9,11.547060012817383,2.741953134536743
40,10,11.545870780944824,2.775989294052124
41,10,11.544897079467773,2.80393123626709
42,10,11.544012069702148,2.8320953845977783
43,10,11.543100357055664,2.863971471786499
44,11,11.54239273071289,2.8833072185516357
45,11,11.5416259765625,2.910114049911499
46,11,11.540989875793457,2.931680679321289
47,11,11.540236473083496,2.9578468799591064
48,12,11.539726257324219,2.976214647293091
49,12,11.539297103881836,2.9917972087860107
50,12,11.538666725158691,3.0158121585845947
51,12,11.538023948669434,3.0405118465423584
52,13,11.537784576416016,3.0490622520446777
53,13,11.53725814819336,3.0712149143218994
54,13,11.536829948425293,3.087458610534668
55,13,11.53641414642334,3.1040308475494385
56,14,11.53601360321045,3.1210641860961914
57,14,11.535639762878418,3.137871026992798
58,14,11.535290718078613,3.1519360542297363
59,14,11.534872055053711,3.174196243286133
60,15,11.534595489501953,3.182875871658325
61,15,11.53415298461914,3.2019166946411133
62,15,11.533851623535156,3.2187235355377197
63,15,11.533626556396484,3.2283473014831543
64,16,11.533283233642578,3.242844343185425
65,16,11.532922744750977,3.2634966373443604
66,16,11.532649040222168,3.274021625518799
67,16,11.532288551330566,3.29215407371521
68,17,11.532047271728516,3.3038222789764404
69,17,11.531777381896973,3.3179502487182617
70,17,11.531578063964844,3.3307416439056396
71,17,11.53121566772461,3.350839853286743
72,18,11.531028747558594,3.358604669570923
73,18,11.53075885772705,3.3728322982788086
74,18,11.530462265014648,3.3903679847717285
75,18,11.53018856048584,3.4038782119750977
76,19,11.530028343200684,3.4149558544158936
77,19,11.529788970947266,3.4274675846099854
78,19,11.529553413391113,3.441589593887329
79,19,11.529278755187988,3.458498477935791
80,20,11.5291109085083,3.467442512512207
81,20,11.52890396118164,3.4820194244384766
82,20,11.528676986694336,3.49497127532959
83,20,11.528417587280273,3.513453483581543
84,21,11.528241157531738,3.5229992866516113
85,21,11.528087615966797,3.532294511795044
86,21,11.52786636352539,3.548085927963257
87,21,11.52772045135498,3.557016134262085
88,22,11.5274658203125,3.5735135078430176
89,22,11.52734375,3.5852460861206055
90,22,11.52707290649414,3.600198745727539
91,22,11.526915550231934,3.609567880630493
92,23,11.526766777038574,3.6253952980041504
93,23,11.526594161987305,3.634472370147705
94,23,11.526372909545898,3.650073766708374
95,23,11.526378631591797,3.6556668281555176
96,24,11.526084899902344,3.6722300052642822
97,24,11.525951385498047,3.6839351654052734
98,24,11.525745391845703,3.7005090713500977
99,24,11.525558471679688,3.7121150493621826
100,25,11.525482177734375,3.720742702484131
101,25,11.525299072265625,3.734675884246826
102,25,11.525171279907227,3.7450833320617676
103,25,11.52497673034668,3.759352207183838
104,26,11.524885177612305,3.7704293727874756
105,26,11.524744033813477,3.7795987129211426
106,26,11.524618148803711,3.7907068729400635
107,26,11.524483680725098,3.802633762359619
108,27,11.524367332458496,3.8132524490356445
109,27,11.524234771728516,3.8246734142303467
110,27,11.524065017700195,3.838486433029175
111,27,11.524039268493652,3.8458096981048584
112,28,11.523860931396484,3.858112096786499
113,28,11.523723602294922,3.8705549240112305
114,28,11.523641586303711,3.8786709308624268
115,28,11.5234956741333,3.8953018188476562
116,29,11.523420333862305,3.9007978439331055
117,29,11.523272514343262,3.912919282913208
118,29,11.52316665649414,3.9230246543884277
119,29,11.5231294631958,3.9294087886810303
120,30,11.522966384887695,3.942857265472412
121,30,11.522876739501953,3.952526807785034
122,30,11.5227689743042,3.9650063514709473
123,30,11.522680282592773,3.9720914363861084
124,31,11.522566795349121,3.983586311340332
125,31,11.522496223449707,3.9932260513305664
126,31,11.522390365600586,4.002750873565674
127,31,11.522297859191895,4.012918949127197
128,32,11.522208213806152,4.023057460784912
129,32,11.522111892700195,4.03267240524292
130,32,11.522039413452148,4.041098117828369
131,32,11.521963119506836,4.051039695739746
132,33,11.521868705749512,4.061605930328369
133,33,11.521778106689453,4.070096969604492
134,33,11.521695137023926,4.078347682952881
135,33,11.521634101867676,4.087575912475586
136,34,11.521514892578125,4.1001200675964355
137,34,11.52149772644043,4.104790210723877
138,34,11.521385192871094,4.115070819854736
139,34,11.521271705627441,4.127197742462158
140,35,11.521231651306152,4.136021614074707
141,35,11.521157264709473,4.14213752746582
142,35,11.521108627319336,4.14900541305542
143,35,11.521051406860352,4.159872055053711
144,36,11.520949363708496,4.169052600860596
145,36,11.520886421203613,4.177088737487793
146,36,11.520818710327148,4.186066150665283
147,36,11.520773887634277,4.19215202331543
148,37,11.520709037780762,4.203820705413818
149,37,11.520611763000488,4.210391998291016
150,37,11.520549774169922,4.220022201538086
151,37,11.520506858825684,4.222095489501953
152,38,11.520425796508789,4.236124515533447
153,38,11.520389556884766,4.243144989013672
154,38,11.520303726196289,4.253956317901611
155,38,11.520291328430176,4.2550368309021
156,39,11.52022933959961,4.266712665557861
157,39,11.520106315612793,4.278321266174316
158,39,11.520101547241211,4.283553600311279
159,39,11.519968032836914,4.293187141418457
160,40,11.519988059997559,4.29892110824585
161,40,11.519922256469727,4.305415153503418
162,40,11.519853591918945,4.31833553314209
163,40,11.51980209350586,4.3238205909729
164,41,11.51977252960205,4.330661773681641
165,41,11.519678115844727,4.340353012084961
166,41,11.519675254821777,4.345156669616699
167,41,11.519646644592285,4.348367691040039
168,42,11.51955795288086,4.362453460693359
169,42,11.519516944885254,4.366921901702881
170,42,11.519464492797852,4.375604152679443
171,42,11.51937198638916,4.389655113220215
172,43,11.519369125366211,4.391397953033447
173,43,11.519327163696289,4.398750305175781
174,43,11.519266128540039,4.404935359954834
175,43,11.519250869750977,4.405635833740234
176,44,11.519164085388184,4.421694755554199
177,44,11.519172668457031,4.427943229675293
178,44,11.519098281860352,4.430771350860596
179,44,11.519052505493164,4.435702323913574
180,45,11.519030570983887,4.4460930824279785
181,45,11.518976211547852,4.455771446228027
182,45,11.518921852111816,4.46042013168335
183,45,11.518839836120605,4.4769816398620605
184,46,11.518864631652832,4.473932266235352
185,46,11.518804550170898,4.481694221496582
186,46,11.518765449523926,4.489284992218018
187,46,11.518720626831055,4.501226902008057
188,47,11.518682479858398,4.503262519836426
189,47,11.518672943115234,4.506706714630127
190,47,11.518623352050781,4.515771389007568
191,47,11.518526077270508,4.529706001281738
192,48,11.518546104431152,4.529418468475342
193,48,11.518523216247559,4.533926010131836
194,48,11.51846694946289,4.5422773361206055
195,48,11.518403053283691,4.5466628074646
196,49,11.518376350402832,4.554934501647949
197,49,11.518381118774414,4.561005115509033
198,49,11.518349647521973,4.56685209274292
199,49,11.51829719543457,4.57481575012207
200,50,11.518288612365723,4.577663421630859
201,50,11.518205642700195,4.591097354888916
202,50,11.518207550048828,4.5903520584106445
203,50,11.518174171447754,4.596622467041016
204,51,11.518143653869629,4.601903915405273
205,51,11.518092155456543,4.613723278045654
206,51,11.518080711364746,4.616657257080078
207,51,11.51806354522705,4.627227306365967
208,52,11.518013954162598,4.629397869110107
209,52,11.517991065979004,4.635574817657471
210,52,11.517952919006348,4.639603137969971
211,52,11.517882347106934,4.656869411468506
212,53,11.5178804397583,4.6543049812316895
213,53,11.5178861618042,4.654858112335205
214,53,11.517829895019531,4.667973041534424
215,53,11.517818450927734,4.672099590301514
216,54,11.517783164978027,4.676035404205322
217,54,11.517743110656738,4.682886123657227
218,54,11.517733573913574,4.689897537231445
219,54,11.517708778381348,4.687800884246826
220,55,11.517658233642578,4.700793266296387
221,55,11.517663955688477,4.704304218292236
222,55,11.517601013183594,4.713837146759033
223,55,11.5176362991333,4.709609508514404
224,56,11.517566680908203,4.724034309387207
225,56,11.517546653747559,4.728972911834717
226,56,11.517508506774902,4.731894016265869
227,56,11.517497062683105,4.737203121185303
228,57,11.517494201660156,4.742895603179932
229,57,11.517437934875488,4.751150608062744
230,57,11.517398834228516,4.7564544677734375
231,57,11.517335891723633,4.767632007598877
232,58,11.517377853393555,4.764647960662842
233,58,11.517345428466797,4.774038314819336
234,58,11.517309188842773,4.777778148651123
235,58,11.517306327819824,4.783667087554932
236,59,11.517277717590332,4.7896575927734375
237,59,11.517239570617676,4.793363571166992
238,59,11.517241477966309,4.7985405921936035
239,59,11.517202377319336,4.801070213317871
240,60,11.517182350158691,4.811342239379883
241,60,11.517167091369629,4.8126630783081055
242,60,11.517136573791504,4.82139778137207
243,60,11.5171480178833,4.819819450378418
244,61,11.517080307006836,4.834102630615234
245,61,11.517080307006836,4.833215713500977
246,61,11.517068862915039,4.839155197143555
247,61,11.517053604125977,4.8454694747924805
248,62,11.516999244689941,4.855268478393555
249,62,11.517014503479004,4.851025581359863
250,62,11.516963958740234,4.860682010650635
251,62,11.516993522644043,4.86782169342041
252,63,11.516932487487793,4.872951030731201
253,63,11.516925811767578,4.877061367034912
254,63,11.516885757446289,4.878179550170898
255,63,11.516875267028809,4.887762546539307
256,64,11.516849517822266,4.890928268432617
257,64,11.51683235168457,4.89390754699707
258,64,11.516838073730469,4.900902271270752
259,64,11.516765594482422,4.915004253387451
260,65,11.516776084899902,4.911956310272217
261,65,11.516766548156738,4.9156107902526855
262,65,11.516740798950195,4.918688774108887
263,65,11.516764640808105,4.924839496612549
264,66,11.516718864440918,4.9293437004089355
265,66,11.516674995422363,4.935051441192627
266,66,11.51667594909668,4.940418243408203
267,66,11.516691207885742,4.934600353240967
268,67,11.516639709472656,4.948664665222168
269,67,11.516626358032227,4.953859329223633
270,67,11.51660442352295,4.957434177398682
271,67,11.516585350036621,4.962157726287842
272,68,11.516566276550293,4.9665422439575195
273,68,11.516565322875977,4.971967697143555
274,68,11.516523361206055,4.9789628982543945
275,68,11.51657772064209,4.973923206329346
276,69,11.516519546508789,4.98316764831543
277,69,11.516488075256348,4.989711761474609
278,69,11.516471862792969,4.997159957885742
279,69,11.516412734985352,5.004966735839844
280,70,11.516436576843262,5.0050859451293945
281,70,11.516427993774414,5.008691310882568
282,70,11.516414642333984,5.012336254119873
283,70,11.5164213180542,5.01127815246582
284,71,11.516407012939453,5.019354820251465
285,71,11.51634407043457,5.028645038604736
286,71,11.516349792480469,5.030287742614746
287,71,11.516332626342773,5.036865234375
288,72,11.516327857971191,5.0420451164245605
289,72,11.51630973815918,5.044278621673584
290,72,11.516287803649902,5.045101165771484
291,72,11.516270637512207,5.049872398376465
292,73,11.516263008117676,5.057351589202881
293,73,11.516252517700195,5.059243679046631
294,73,11.516230583190918,5.065967559814453
295,73,11.516254425048828,5.07420539855957
296,74,11.516210556030273,5.0745768547058105
297,74,11.516199111938477,5.078965187072754
298,74,11.516164779663086,5.0828776359558105
299,74,11.516225814819336,5.076823711395264
300,75,11.516158103942871,5.0899977684021
301,75,11.516136169433594,5.095812797546387
302,75,11.516127586364746,5.100165367126465
303,75,11.516119956970215,5.1016058921813965
304,76,11.516104698181152,5.105400085449219
305,76,11.516077041625977,5.113195896148682
306,76,11.516087532043457,5.115523815155029
307,76,11.516060829162598,5.124977111816406
308,77,11.5160551071167,5.124515533447266
309,77,11.5160551071167,5.1270751953125
310,77,11.516014099121094,5.131850719451904
311,77,11.515982627868652,5.138822078704834
312,78,11.516008377075195,5.140545845031738
313,78,11.515986442565918,5.143860340118408
314,78,11.515974044799805,5.150051116943359
315,78,11.515965461730957,5.146682262420654
316,79,11.515955924987793,5.156257152557373
317,79,11.515944480895996,5.159417629241943
318,79,11.515925407409668,5.164633750915527
319,79,11.515928268432617,5.169862747192383
