step,epoch,train_disc_loss,train_gen_loss
0,0,-0.23241837322711945,0.09656684845685959
1,0,-0.6232926845550537,0.14566168189048767
2,0,-0.8638088703155518,0.05597976595163345
3,0,-0.8556854724884033,-0.23436057567596436
4,1,-0.5385765433311462,-0.7471063733100891
5,1,-0.07814478874206543,-1.2462189197540283
6,1,0.3637411594390869,-1.5767894983291626
7,1,0.6872812509536743,-1.616026520729065
8,2,0.6422841548919678,-1.2476818561553955
9,2,0.4098052978515625,-0.6468296647071838
10,2,0.03075483813881874,0.0972401350736618
11,2,-0.3401348888874054,0.8010709285736084
12,3,-0.6386860609054565,1.4181078672409058
13,3,-0.6923069953918457,1.709920048713684
14,3,-0.4775601625442505,1.6303120851516724
15,3,-0.14082622528076172,1.3294057846069336
16,4,0.18696051836013794,0.9321133494377136
17,4,0.38016700744628906,0.5925794243812561
18,4,0.40643030405044556,0.3756963312625885
19,4,0.2965773344039917,0.2624744474887848
20,5,0.1270737200975418,0.203221395611763
21,5,-0.062421657145023346,0.15938182175159454
22,5,-0.2077142894268036,0.0886249914765358
23,5,-0.2811523377895355,-0.028937965631484985
24,6,-0.2535809874534607,-0.20345717668533325
25,6,-0.1511693000793457,-0.3935638666152954
26,6,-0.03819352388381958,-0.5402005314826965
27,6,0.07941645383834839,-0.62466961145401
28,7,0.14582809805870056,-0.6077237129211426
29,7,0.16083309054374695,-0.49828779697418213
30,7,0.12033519148826599,-0.3113533556461334
31,7,0.051576219499111176,-0.08448421955108643
32,8,-0.031233593821525574,0.15153317153453827
33,8,-0.09173578023910522,0.34692859649658203
34,8,-0.11654883623123169,0.4838698208332062
35,8,-0.08948048949241638,0.5205749869346619
36,9,-0.06271517276763916,0.540928065776825
37,9,0.006633877754211426,0.4699619710445404
38,9,0.05026206374168396,0.39026710391044617
39,9,0.06616410613059998,0.3167579174041748
40,10,0.0676063746213913,0.23369640111923218
41,10,0.04715752601623535,0.16231916844844818
42,10,0.015958331525325775,0.09720070660114288
43,10,-0.010237772017717361,0.032305482774972916
44,11,-0.031125204637646675,-0.032614752650260925
45,11,-0.036574698984622955,-0.09533562511205673
46,11,-0.027853593230247498,-0.14876803755760193
47,11,-0.013560831546783447,-0.18986859917640686
48,12,0.00027000904083251953,-0.2110898196697235
49,12,0.013146549463272095,-0.21156853437423706
50,12,0.022325187921524048,-0.1878877580165863
51,12,0.02144661545753479,-0.15477842092514038
52,13,0.01564299315214157,-0.09873700141906738
53,13,0.005826644599437714,-0.033182293176651
54,13,-0.006812220439314842,0.03593326359987259
55,13,-0.014467872679233551,0.08868926018476486
56,14,-0.01641276478767395,0.13056020438671112
57,14,-0.01759760081768036,0.1560230404138565
58,14,-0.012972235679626465,0.17001990973949432
59,14,-0.00942184031009674,0.17400652170181274
60,15,0.003015756607055664,0.14432984590530396
61,15,0.005033127963542938,0.11713013797998428
62,15,0.005487583577632904,0.08138242363929749
63,15,0.0011613331735134125,0.05181604251265526
64,16,-0.0036516189575195312,0.01682920567691326
65,16,-0.009206638671457767,-0.017819911241531372
66,16,-0.013251036405563354,-0.049754999577999115
67,16,-0.015904463827610016,-0.07558334618806839
68,17,-0.013018451631069183,-0.09604256600141525
69,17,-0.01190466433763504,-0.11042129248380661
70,17,-0.00969664752483368,-0.1183655709028244
71,17,-0.008223459124565125,-0.11163830757141113
72,18,-0.006098784506320953,-0.09875916689634323
73,18,-0.006564147770404816,-0.07745103538036346
74,18,-0.00911710411310196,-0.05569015070796013
75,18,-0.00988909974694252,-0.031959209591150284
76,19,-0.014779258519411087,-0.0033652272541075945
77,19,-0.015582769177854061,0.011583800427615643
78,19,-0.016527250409126282,0.026962867006659508
79,19,-0.017625724896788597,0.028494777157902718
80,20,-0.015517321415245533,0.03143664821982384
81,20,-0.01607782579958439,0.030439848080277443
82,20,-0.0157400481402874,0.024285240098834038
83,20,-0.014457164332270622,0.015004889108240604
84,21,-0.01640712283551693,-0.0031454379204660654
85,21,-0.016642551869153976,-0.019519545137882233
86,21,-0.01791372150182724,-0.037866346538066864
87,21,-0.02086455747485161,-0.055551230907440186
88,22,-0.021706610918045044,-0.0682610347867012
89,22,-0.021626628935337067,-0.08207160979509354
90,22,-0.02230668067932129,-0.09247919172048569
91,22,-0.02170833945274353,-0.09694281220436096
92,23,-0.022073909640312195,-0.10075093060731888
93,23,-0.02403109520673752,-0.09861444681882858
94,23,-0.021491579711437225,-0.09237007051706314
95,23,-0.02290969341993332,-0.08105427771806717
96,24,-0.023322969675064087,-0.07213583588600159
97,24,-0.0260162316262722,-0.05777177959680557
98,24,-0.025275904685258865,-0.044197916984558105
99,24,-0.02965269610285759,-0.03852444887161255
100,25,-0.026770347729325294,-0.024630064144730568
101,25,-0.0288525577634573,-0.021548690274357796
102,25,-0.028943536803126335,-0.019376138225197792
103,25,-0.026026347652077675,-0.030757008120417595
104,26,-0.02966528944671154,-0.03197421878576279
105,26,-0.029567427933216095,-0.041994448751211166
106,26,-0.031368907541036606,-0.055167749524116516
107,26,-0.030531354248523712,-0.06973116099834442
108,27,-0.032407037913799286,-0.08442381769418716
109,27,-0.03410768508911133,-0.0978919118642807
110,27,-0.034213870763778687,-0.10594777762889862
111,27,-0.03376927226781845,-0.11241035163402557
112,28,-0.03504839539527893,-0.11490379273891449
113,28,-0.03564999997615814,-0.11516542732715607
114,28,-0.03603047877550125,-0.11662685126066208
115,28,-0.035334788262844086,-0.11180459707975388
116,29,-0.03592534363269806,-0.10610377043485641
117,29,-0.036691829562187195,-0.09980249404907227
118,29,-0.0380682498216629,-0.08830172568559647
119,29,-0.045145049691200256,-0.08141044527292252
120,30,-0.03907615691423416,-0.07415981590747833
121,30,-0.040243491530418396,-0.06080770492553711
122,30,-0.03992640972137451,-0.05921941250562668
123,30,-0.03728870674967766,-0.062127966433763504
124,31,-0.04005102068185806,-0.06768617779016495
125,31,-0.03899887949228287,-0.07380268722772598
126,31,-0.041818343102931976,-0.0810200497508049
127,31,-0.03799419850111008,-0.08896106481552124
128,32,-0.042317360639572144,-0.09789673984050751
129,32,-0.04121996462345123,-0.10858218371868134
130,32,-0.04257580637931824,-0.1199464499950409
131,32,-0.0412759855389595,-0.11680739372968674
132,33,-0.0421379879117012,-0.12690137326717377
133,33,-0.043834760785102844,-0.13388526439666748
134,33,-0.04338681697845459,-0.13884057104587555
135,33,-0.042256489396095276,-0.1348963975906372
136,34,-0.04547412693500519,-0.1329137682914734
137,34,-0.043127283453941345,-0.13109375536441803
138,34,-0.044181495904922485,-0.12660226225852966
139,34,-0.047502532601356506,-0.12553487718105316
140,35,-0.042898088693618774,-0.1226983368396759
141,35,-0.04249407351016998,-0.11001138389110565
142,35,-0.043331168591976166,-0.10327771306037903
143,35,-0.04756082594394684,-0.111176036298275
144,36,-0.04143207520246506,-0.10246894508600235
145,36,-0.03921043872833252,-0.10126710683107376
146,36,-0.04226288944482803,-0.09425585716962814
147,36,-0.04335825890302658,-0.0937642902135849
148,37,-0.04156417399644852,-0.10263261198997498
149,37,-0.04156680405139923,-0.10745470225811005
150,37,-0.03699754923582077,-0.12066255509853363
151,37,-0.03464934229850769,-0.128981813788414
152,38,-0.03783799707889557,-0.14587777853012085
153,38,-0.0366060733795166,-0.15703682601451874
154,38,-0.035536378622055054,-0.16567739844322205
155,38,-0.034946978092193604,-0.16557523608207703
156,39,-0.03282104432582855,-0.17323821783065796
157,39,-0.03180667757987976,-0.17423759400844574
158,39,-0.03132188320159912,-0.16792041063308716
159,39,-0.02993682026863098,-0.16333487629890442
160,40,-0.0256640762090683,-0.1552349328994751
161,40,-0.02856472134590149,-0.14897532761096954
162,40,-0.0259513258934021,-0.14041191339492798
163,40,-0.029765009880065918,-0.14044472575187683
164,41,-0.021785154938697815,-0.13323749601840973
165,41,-0.022929877042770386,-0.13725394010543823
166,41,-0.01749822497367859,-0.14451445639133453
167,41,-0.024531081318855286,-0.13405944406986237
168,42,-0.01816803216934204,-0.15759049355983734
169,42,-0.012810930609703064,-0.1668177992105484
170,42,-0.014491111040115356,-0.17917688190937042
171,42,-0.010650917887687683,-0.17246508598327637
172,43,-0.008849859237670898,-0.19133147597312927
173,43,-0.01042318344116211,-0.18852664530277252
174,43,-0.009107738733291626,-0.19949275255203247
175,43,-0.010491222143173218,-0.19427363574504852
176,44,-0.007613569498062134,-0.19838154315948486
177,44,-0.004188045859336853,-0.1894349604845047
178,44,-0.0022125840187072754,-0.19311055541038513
179,44,0.002095445990562439,-0.18873748183250427
180,45,-0.0013570338487625122,-0.17799519002437592
181,45,0.003057703375816345,-0.17353372275829315
182,45,0.0023444145917892456,-0.16208864748477936
183,45,0.0053604841232299805,-0.16396018862724304
184,46,0.0033901482820510864,-0.15882539749145508
185,46,0.006888687610626221,-0.1719883680343628
186,46,0.008034050464630127,-0.17468951642513275
187,46,0.008218377828598022,-0.18960388004779816
188,47,0.011246949434280396,-0.18835952877998352
189,47,0.013228356838226318,-0.20556560158729553
190,47,0.013232976198196411,-0.20788507163524628
191,47,0.010917633771896362,-0.20686940848827362
192,48,0.01184101402759552,-0.20047378540039062
193,48,0.014251336455345154,-0.20432858169078827
194,48,0.01480574905872345,-0.1998564898967743
195,48,0.016547664999961853,-0.20284587144851685
196,49,0.018276214599609375,-0.19522863626480103
197,49,0.019419759511947632,-0.1903608739376068
198,49,0.016546785831451416,-0.16908495128154755
199,49,0.024653837084770203,-0.16512565314769745
200,50,0.02077879011631012,-0.15299159288406372
201,50,0.016383245587348938,-0.15064162015914917
202,50,0.021004006266593933,-0.13964003324508667
203,50,0.019008085131645203,-0.12433771789073944
204,51,0.018764980137348175,-0.13408386707305908
205,51,0.01695466786623001,-0.13428011536598206
206,51,0.02100086212158203,-0.1465047001838684
207,51,0.020144253969192505,-0.15703359246253967
208,52,0.019481241703033447,-0.15466810762882233
209,52,0.021365925669670105,-0.15329690277576447
210,52,0.020245283842086792,-0.15099477767944336
211,52,0.013389535248279572,-0.1344795674085617
212,53,0.019168302416801453,-0.142043337225914
213,53,0.01810833066701889,-0.13263298571109772
214,53,0.020563684403896332,-0.12730026245117188
215,53,0.016618378460407257,-0.11633329093456268
216,54,0.018411293625831604,-0.11821417510509491
